DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
212107959,04/20/2021 12:00:00 AM,04/19/2021 12:00:00 AM,900,21,Topanga,2101,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,M,X,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,341.0,,,,ROSCOE                       BL,VALLEY CIRCLE                BL,34.2331,-118.6273
210215032,09/22/2021 12:00:00 AM,06/15/2021 12:00:00 AM,1035,2,Rampart,281,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2034,38,M,H,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,1200 S  ALVARADO                     ST,,34.0486,-118.2819
211512610,08/02/2021 12:00:00 AM,08/01/2021 12:00:00 AM,130,15,N Hollywood,1539,1,648,ARSON,1501,0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,648.0,,,,5600    VINELAND                     AV,,34.1722,-118.3703
231215900,07/03/2023 12:00:00 AM,07/01/2023 12:00:00 AM,603,12,77th Street,1208,2,354,THEFT OF IDENTITY,0100,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4400 S  FIGUEROA                     ST,,33.9997,-118.2849
211113131,09/17/2021 12:00:00 AM,09/14/2021 12:00:00 AM,1100,11,Northeast,1161,2,662,"BUNCO, GRAND THEFT",0701,32,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,1200 N  MARIPOSA                     AV,,34.0934,-118.2994
221322137,12/08/2022 12:00:00 AM,12/05/2022 12:00:00 AM,208,13,Newton,1345,2,354,THEFT OF IDENTITY,0344,27,H,F,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,3400    HOOPER                       AV,,34.0129,-118.2522
220204616,01/16/2022 12:00:00 AM,01/15/2022 12:00:00 AM,1230,2,Rampart,249,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1210,29,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633
211013009,10/04/2021 12:00:00 AM,10/01/2021 12:00:00 AM,1400,10,West Valley,1065,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,29,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,5400    YARMOUTH                     AV,,34.1686,-118.5203
220315819,08/28/2022 12:00:00 AM,08/27/2022 12:00:00 AM,1700,3,Southwest,315,1,520,VEHICLE - ATTEMPT STOLEN,0329 1307 1302 1609 1822,37,F,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,2200 W  24TH                         ST,,34.0349,-118.3148
231817843,10/14/2023 12:00:00 AM,10/14/2023 12:00:00 AM,230,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,94TH                         ST,BARING CROSS,33.9506,-118.2893
221206222,02/10/2022 12:00:00 AM,02/10/2022 12:00:00 AM,1140,12,77th Street,1263,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0554 0337 0602 0913 0202,17,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1600 W  84TH                         ST,,33.9627,-118.3047
201704499,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1300,17,Devonshire,1717,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2032 0344,42,M,W,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,11300    HAYVENHURST                  AV,,34.2758,-118.4934
231509489,05/09/2023 12:00:00 AM,05/09/2023 12:00:00 AM,940,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1822 1236 0429,64,M,W,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10900    MAGNOLIA                     BL,,34.1649,-118.3682
211222008,10/22/2021 12:00:00 AM,10/22/2021 12:00:00 AM,1130,12,77th Street,1266,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0443 0913,32,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,400 W  79TH                         ST,,33.9679,-118.2813
230914671,09/28/2023 12:00:00 AM,09/28/2023 12:00:00 AM,925,9,Van Nuys,901,2,624,BATTERY - SIMPLE ASSAULT,2055 0903 1516 0447 1202 2005 2021,52,M,H,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,511.0,VERBAL THREAT,IC,Invest Cont,624.0,,,,7400 N  SEPULVEDA                    BL,,34.2085,-118.4698
212004565,01/16/2021 12:00:00 AM,01/16/2021 12:00:00 AM,110,20,Olympic,2036,2,624,BATTERY - SIMPLE ASSAULT,1822 1218 0416 2033,30,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,8TH                          ST,VERMONT,34.0578,-118.2916
212113628,09/08/2021 12:00:00 AM,09/08/2021 12:00:00 AM,200,21,Topanga,2134,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0444 0429 0408 0913,27,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,22100    CANTLAY                      ST,,34.202,-118.6103
201016370,12/25/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1400,10,West Valley,1025,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,HART                         ST,CANBY                        AV,34.1975,-118.5348
220617018,10/03/2022 12:00:00 AM,09/10/2022 12:00:00 AM,100,6,Hollywood,636,1,352,PICKPOCKET,1822 0344 0377,36,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352.0,,,,1700    VINE                         ST,,34.1034,-118.3325
211505711,02/12/2021 12:00:00 AM,12/23/2020 12:00:00 AM,1200,15,N Hollywood,1509,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0911 0913,32,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,7300    CARTWRIGHT                   AV,,34.203,-118.3639
220607228,03/10/2022 12:00:00 AM,02/01/2022 12:00:00 AM,1000,6,Hollywood,666,2,354,THEFT OF IDENTITY,1202 0377 1822 1501 0922,70,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200    COLE                         AV,,34.0925,-118.3299
211009664,07/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,1100,10,West Valley,1023,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 1822 0344,64,M,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,19000    KITTRIDGE                    ST,,34.1902,-118.5474
220713055,08/19/2022 12:00:00 AM,08/19/2022 12:00:00 AM,200,7,Wilshire,721,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0416 1218 0429 0449 1822,32,M,H,124.0,BUS STOP,302.0,BLUNT INSTRUMENT,IC,Invest Cont,230.0,,,,BURTON                       WY,DOHENY                       DR,34.0721,-118.3897
222008015,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1608,20,Olympic,2076,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0104 0216 0325,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,1800 S  VERMONT                      AV,,34.0436,-118.296
200415391,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2000,4,Hollenbeck,437,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 2004,51,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2400 N  EASTERN                      AV,,34.0689,-118.1878
221712746,08/25/2022 12:00:00 AM,08/24/2022 12:00:00 AM,1725,17,Devonshire,1705,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0400 0356 0913 1813 1300 0416,37,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,17300    TENNYSON                     PL,,34.3036,-118.5111
220905762,02/16/2022 12:00:00 AM,12/27/2021 12:00:00 AM,1633,9,Van Nuys,969,2,354,THEFT OF IDENTITY,0930,42,M,W,602.0,BANK,,,IC,Invest Cont,354.0,,,,12900    RIVERSIDE                    DR,,34.1576,-118.4138
202010407,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,2205,20,Olympic,2049,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,740.0,,,,2800    JAMES M WOOD                 BL,,34.0559,-118.2891
221512463,07/19/2022 12:00:00 AM,07/15/2022 12:00:00 AM,1800,15,N Hollywood,1506,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7300    VINELAND                     AV,,34.2027,-118.3745
210317221,10/11/2021 12:00:00 AM,10/11/2021 12:00:00 AM,940,3,Southwest,375,1,761,BRANDISH WEAPON,0443 1309 0432 0913 0334 0603,38,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,761.0,930.0,,,1600 W  38TH                         ST,,34.0174,-118.311
202110779,06/23/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1200,21,Topanga,2106,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,PARTHENIA                    ST,EATON                        AV,34.232,-118.5953
210610523,05/31/2021 12:00:00 AM,05/31/2021 12:00:00 AM,1330,6,Hollywood,643,2,888,TRESPASSING,1822 1501,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,888.0,,,,7300 W  SUNSET                       BL,,34.1007,-118.3494
231316314,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,1000,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3500 S  MAIN                         ST,,34.0175,-118.2734
220407408,04/10/2022 12:00:00 AM,04/10/2022 12:00:00 AM,1430,4,Hollenbeck,464,2,354,THEFT OF IDENTITY,0100,59,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,100 N  SOTO                         ST,,34.0445,-118.2116
200120621,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2309,1,Central,138,1,210,ROBBERY,0344 0337 1822 0325 0443,30,M,H,402.0,MARKET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,200    BOYD                         ST,,34.0476,-118.2449
200213080,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2300,2,Rampart,205,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2900    MARATHON                     ST,,34.08,-118.2739
210205180,12/29/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1642,2,Rampart,257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1200 W  6TH                          ST,,34.0548,-118.2638
230313194,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,1900,3,Southwest,379,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1266 0216 0913,41,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,3900    WALTON                       AV,,34.0155,-118.2948
210404198,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,1405,4,Hollenbeck,411,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 1822 0334 0430,27,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,2000 N  BROADWAY,,34.0766,-118.2228
220308221,03/28/2022 12:00:00 AM,01/05/2022 12:00:00 AM,600,3,Southwest,338,2,354,THEFT OF IDENTITY,0100 0930 1822 0344,49,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1200 W  30TH                         ST,,34.0275,-118.2891
210712705,09/02/2021 12:00:00 AM,09/01/2021 12:00:00 AM,1715,7,Wilshire,782,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0447,36,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,2600 S  LA CIENEGA                   BL,,34.0347,-118.3778
221319222,10/11/2022 12:00:00 AM,10/11/2022 12:00:00 AM,1800,13,Newton,1346,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0432 0319 0443,31,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,4300    HOOPER                       AV,,34.0057,-118.2521
200705565,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2200,7,Wilshire,749,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4300    WILSHIRE                     BL,,34.0618,-118.3214
200118842,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,100,1,Central,152,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 1822 0352 0329,31,M,A,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 S  OLIVE                        ST,,34.0476,-118.2546
221223843,11/19/2022 12:00:00 AM,11/19/2022 12:00:00 AM,2130,12,77th Street,1213,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0444 1202 2021,63,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,5200    RUTHELEN                     ST,,33.995,-118.3126
221817961,09/25/2022 12:00:00 AM,09/25/2022 12:00:00 AM,1930,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0906 1309 0416 0411,41,M,B,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,10TH,SAN PEDRO,33.947,-118.2684
221415470,08/19/2022 12:00:00 AM,08/18/2022 12:00:00 AM,815,14,Pacific,1431,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,OCEAN FRONT                  WK,MARKET,33.9874,-118.4741
200616074,09/29/2020 12:00:00 AM,09/24/2020 12:00:00 AM,2055,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,0400 1402,51,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,998.0,,,SUNSET                       BL,SCHRADER                     ST,34.098,-118.3324
200506127,02/19/2020 12:00:00 AM,02/17/2020 12:00:00 AM,2330,5,Harbor,507,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,48,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1400    228TH                        ST,,33.819,-118.3015
230715848,10/15/2023 12:00:00 AM,10/14/2023 12:00:00 AM,1800,7,Wilshire,702,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0913 2004 2021,54,M,W,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,N  VISTA                        ST,MELROSE,34.0836,-118.3523
231111647,07/30/2023 12:00:00 AM,07/27/2023 12:00:00 AM,1656,11,Northeast,1177,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258
230507071,03/25/2023 12:00:00 AM,03/25/2023 12:00:00 AM,2350,5,Harbor,516,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0309 0399 0432 0450 1309 1310,18,M,H,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,1200 N  MARINE                       AV,,33.7867,-118.2643
210711862,08/13/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1425,7,Wilshire,715,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,59,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7100    BEVERLY                      BL,,34.0762,-118.3446
220713546,08/30/2022 12:00:00 AM,08/26/2022 12:00:00 AM,1758,7,Wilshire,706,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,800 N  HIGHLAND                     AV,,34.0853,-118.3386
221410557,05/08/2022 12:00:00 AM,05/08/2022 12:00:00 AM,216,14,Pacific,1437,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,49,M,J,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,740.0,,,,11100    VENICE                       BL,,34.0149,-118.4139
221512146,07/09/2022 12:00:00 AM,07/07/2022 12:00:00 AM,5,15,N Hollywood,1546,1,310,BURGLARY,1609 0321 1822 1414,68,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11600    MORRISON                     ST,,34.1604,-118.3856
201804548,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1830,18,Southeast,1862,1,210,ROBBERY,1822 0342 1202 0416 0344 0429,60,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,IMPERIAL                     HY,FIGUEROA                     ST,33.931,-118.2826
221418941,10/12/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1605,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,70,F,O,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,500    WORLD                        WY,,33.9427,-118.4049
200118714,09/30/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1530,1,Central,147,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1403 1822 0329 1414,0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,300 E  5TH                          ST,,34.0453,-118.2443
221011032,06/29/2022 12:00:00 AM,06/25/2022 12:00:00 AM,2157,10,West Valley,1043,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,52,F,O,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,740.0,,,,18600    HATTERAS                     ST,,34.1774,-118.5387
210407984,04/25/2021 12:00:00 AM,04/25/2021 12:00:00 AM,200,4,Hollenbeck,469,1,210,ROBBERY,1822 0344 0334 0337 1300,35,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,3400 E  1ST                          ST,,34.0368,-118.1943
211312270,07/06/2021 12:00:00 AM,07/05/2021 12:00:00 AM,345,13,Newton,1309,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402 1300 0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,998.0,,,2400 E  16TH                         ST,,34.0197,-118.2298
210214332,09/07/2021 12:00:00 AM,09/07/2021 12:00:00 AM,1000,2,Rampart,237,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0400 0913 1810 0340,39,F,H,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200    BELMONT                      AV,,0.0,0.0
202013624,08/18/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1310,20,Olympic,2045,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,21,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,800    FEDORA                       ST,,34.0571,-118.2976
200315727,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,2020,3,Southwest,354,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1814,26,F,B,102.0,SIDEWALK,,,AA,Adult Arrest,901.0,,,,2700    OBAMA                        BL,,34.0222,-118.3227
220221672,12/13/2022 12:00:00 AM,12/10/2022 12:00:00 AM,1013,2,Rampart,266,2,354,THEFT OF IDENTITY,1202 1822 0100,68,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,800 S  UNION                        AV,,34.0531,-118.2738
230315379,08/21/2023 12:00:00 AM,06/11/2023 12:00:00 AM,830,3,Southwest,328,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2600    PORTLAND                     ST,,34.0309,-118.2821
230514953,10/22/2023 12:00:00 AM,10/21/2023 12:00:00 AM,2100,5,Harbor,525,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,400 N  WILMINGTON                   BL,,33.7735,-118.2737
231317208,09/11/2023 12:00:00 AM,09/08/2023 12:00:00 AM,1215,13,Newton,1391,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1300 1822 1309 0394,24,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,6700 S  BROADWAY,,33.9789,-118.2795
221412640,06/11/2022 12:00:00 AM,06/11/2022 12:00:00 AM,1220,14,Pacific,1413,1,330,BURGLARY FROM VEHICLE,0344 1609,33,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,ELECTRIC                     AV,SANTA CLARA                  AV,33.9917,-118.4681
230508928,05/17/2023 12:00:00 AM,05/17/2023 12:00:00 AM,430,5,Harbor,506,1,520,VEHICLE - ATTEMPT STOLEN,1822 0342 1307,27,M,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,21400    HARVARD                      BL,,33.8345,-118.3065
211611706,09/22/2021 12:00:00 AM,09/21/2021 12:00:00 AM,2200,16,Foothill,1695,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7700    VINELAND                     AV,,34.2106,-118.3703
210710734,07/12/2021 12:00:00 AM,07/12/2021 12:00:00 AM,330,7,Wilshire,711,2,910,KIDNAPPING,1822,20,F,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,910.0,,,,300 N  LA CIENEGA                   BL,,34.0761,-118.3766
201707701,03/25/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1200,17,Devonshire,1794,1,310,BURGLARY,0344,59,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,18400    MALDEN                       ST,,34.2255,-118.5333
212010423,06/10/2021 12:00:00 AM,06/09/2021 12:00:00 AM,2330,20,Olympic,2038,1,330,BURGLARY FROM VEHICLE,1822 0344 0321 0358,28,F,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,330.0,,,,3100    WILSHIRE                     BL,,34.0618,-118.2894
220710638,06/18/2022 12:00:00 AM,06/18/2022 12:00:00 AM,200,7,Wilshire,705,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,25,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,800 N  POINSETTIA                   PL,,34.0853,-118.3487
220123276,10/26/2022 12:00:00 AM,10/25/2022 12:00:00 AM,2000,1,Central,111,1,210,ROBBERY,0344 0416 1822,62,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,ALAMEDA,LOS ANGELES,34.0564,-118.2374
231611598,08/27/2023 12:00:00 AM,08/26/2023 12:00:00 AM,310,16,Foothill,1653,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1202,74,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,888.0,,,10000    TELFAIR                      AV,,34.2516,-118.413
211517296,11/10/2021 12:00:00 AM,11/08/2021 12:00:00 AM,1700,15,N Hollywood,1565,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,46,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,11200    MOORPARK                     ST,,34.1504,-118.3747
210807247,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,830,8,West LA,859,1,310,BURGLARY,1822 0417 1414 0377 0352 0321 1601 0344 0389 0906,64,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,,,,1700 S  SHERBOURNE                   DR,,34.0453,-118.381
221504761,01/20/2022 12:00:00 AM,01/20/2022 12:00:00 AM,1215,15,N Hollywood,1511,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,7300    VARNA                        AV,,34.2034,-118.4247
222106602,03/09/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1240,21,Topanga,2139,2,624,BATTERY - SIMPLE ASSAULT,0444 0446,25,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,20100    SHERMAN                      WY,,34.2011,-118.5751
221412716,06/20/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1845,14,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,0416,28,M,H,233.0,TATTOO PARLOR*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CLUBHOUSE,OCEAN FRONT                  WK,33.988,-118.4703
211405139,01/18/2021 12:00:00 AM,01/16/2021 12:00:00 AM,1730,14,Pacific,1464,1,310,BURGLARY,0344 1601,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,12700    MILLENNIUM                   DR,,33.9754,-118.4178
211216645,07/28/2021 12:00:00 AM,07/28/2021 12:00:00 AM,1435,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1822 2035 1514 2055 0903,58,M,B,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,230.0,903.0,946.0,,DENVER                       AV,65TH                         ST,33.9806,-118.2838
201607914,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,400,16,Foothill,1663,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,32,F,H,104.0,DRIVEWAY,310.0,CONCRETE BLOCK/BRICK,IC,Invest Cont,745.0,,,,8900    HADDON                       AV,,34.2314,-118.3973
